DisplayName , LogicalName , PrimaryIdAttribute , PrimaryNameAttribute
Microsoft Entra ID , aaduser , aaduserid , displayname
Account , account , accountid , name
AccountLeads , accountleads , accountleadid , name
ACIViewMapper , aciviewmapper , aciviewmapperid , 
Action Card , actioncard , actioncardid , title
Action Card User Settings , actioncardusersettings , actioncardusersettingsid , 
ActionCardUserState , actioncarduserstate , actioncarduserstateid , 
Activity File Attachment , activityfileattachment , activityfileattachmentid , filename
Attachment , activitymimeattachment , activitymimeattachmentid , filename
Activity monitor , activitymonitor , activitymonitorid , name
Activity Party , activityparty , activitypartyid , partyidname
Activity , activitypointer , activityid , subject
admin_settings_entity , adminsettingsentity , adminsettingsentityid , new_name
Advanced Similarity Rule , advancedsimilarityrule , advancedsimilarityruleid , name
External Identity , adx_externalidentity , adx_externalidentityid , adx_username
Invitation , adx_invitation , adx_invitationid , adx_name
adx_invitation_invitecontacts , adx_invitation_invitecontacts , adx_invitation_invitecontactsid , 
adx_invitation_mspp_webrole_powerpagecomponent , adx_invitation_mspp_webrole_powerpagecomponent , adx_invitation_mspp_webrole_powerpagecomponentid , 
adx_invitation_redeemedcontacts , adx_invitation_redeemedcontacts , adx_invitation_redeemedcontactsid , 
Invite Redemption , adx_inviteredemption , activityid , subject
adx_kbarticle_kbarticle , adx_kbarticle_kbarticle , adx_kbarticle_kbarticleid , 
Portal Comment , adx_portalcomment , activityid , subject
Setting , adx_setting , adx_settingid , adx_name
Multistep Form Session , adx_webformsession , adx_webformsessionid , adx_name
AICopilot , aicopilot , aicopilotid , name
AICopilot_AIPlugin , aicopilot_aiplugin , aicopilot_aipluginid , 
AIPlugin , aiplugin , aipluginid , name
AIPluginAuth , aipluginauth , aipluginauthid , name
AI Plugin Conversation Starter , aipluginconversationstarter , aipluginconversationstarterid , title
AI Plugin Conversation Starter Mapping , aipluginconversationstartermapping , aipluginconversationstartermappingid , name
AIPluginExternalSchema , aipluginexternalschema , aipluginexternalschemaid , name
AIPluginExternalSchemaProperty , aipluginexternalschemaproperty , aipluginexternalschemapropertyid , name
AI Plugin Governance , aiplugingovernance , aiplugingovernanceid , name
AI Plugin Governance Extended , aiplugingovernanceext , aiplugingovernanceextid , name
AIPluginInstance , aiplugininstance , aiplugininstanceid , name
AIPluginOperation , aipluginoperation , aipluginoperationid , name
AIPluginOperationParameter , aipluginoperationparameter , aipluginoperationparameterid , name
AIPluginOperationResponseTemplate , aipluginoperationresponsetemplate , aipluginoperationresponsetemplateid , name
AIPluginTitle , aiplugintitle , aiplugintitleid , name
AIPluginUserSetting , aipluginusersetting , aipluginusersettingid , name
Note , annotation , annotationid , subject
Annual Fiscal Calendar , annualfiscalcalendar , userfiscalcalendarid , 
App Action , appaction , appactionid , name
appaction_appactionrule_classicrules , appaction_appactionrule_classicrules , appaction_appactionrule_classicrulesid , 
App Action Migration , appactionmigration , appactionmigrationid , name
App Action Rule , appactionrule , appactionruleid , name
appactionrule_webresource_scripts , appactionrule_webresource_scripts , appactionrule_webresource_scriptsid , 
App Configuration , appconfig , appconfigid , 
App Configuration Instance , appconfiginstance , appconfiginstanceid , 
App Config Master , appconfigmaster , appconfigmasterid , name
Model-Driven App Element , appelement , appelementid , name
Application , application , applicationid , name
Application File , applicationfile , fileid , 
ApplicationRoles , applicationroles , applicationrolesid , 
ApplicationUser , applicationuser , applicationuserid , applicationname
applicationuserprofile , applicationuserprofile , applicationuserprofileid , 
applicationuserrole , applicationuserrole , applicationuserroleid , 
Model-driven App , appmodule , appmoduleid , name
App Module Component , appmodulecomponent , appmodulecomponentid , 
Model-Driven App Component Node's Edge , appmodulecomponentedge , appmodulecomponentedgeid , name
Model-Driven App Component Node , appmodulecomponentnode , appmodulecomponentnodeid , name
AppModule Metadata , appmodulemetadata , appmodulemetadataid , 
AppModule Metadata Dependency , appmodulemetadatadependency , appmodulemetadatadependencyid , 
AppModule Metadata Async Operation , appmodulemetadataoperationlog , appmodulemetadataoperationlogid , 
App Module Roles , appmoduleroles , appmoduleroleid , 
Notification , appnotification , appnotificationid , title
Appointment , appointment , activityid , subject
Model-Driven App Setting , appsetting , appsettingid , displayname
Model-Driven App User Setting , appusersetting , appusersettingid , displayname
ArchiveCleanupInfo , archivecleanupinfo , archivecleanupinfoid , name
ArchiveCleanupOperation , archivecleanupoperation , archivecleanupoperationid , name
System Job , asyncoperation , asyncoperationid , name
Attachment , attachment , attachmentid , filename
Attribute , attribute , attributeid , name
Image Attribute Configuration , attributeimageconfig , attributeimageconfigid , attributelogicalname
Attribute Map , attributemap , attributemapid , 
Attribute Masking Rule , attributemaskingrule , attributemaskingruleid , uniquename
Auditing , audit , auditid , 
Authorization Server , authorizationserver , authorizationserverid , name
Available Times , availabletimes , availabletimesid , name
Available Times Data Source , availabletimesdatasource , availabletimesdatasourceid , name
Azure Service Connection , azureserviceconnection , azureserviceconnectionid , name
Background Operation , backgroundoperation , backgroundoperationid , name
Bookable Resource , bookableresource , bookableresourceid , name
Bookable Resource Booking , bookableresourcebooking , bookableresourcebookingid , name
Bookable Resource Booking to Exchange Id Mapping , bookableresourcebookingexchangesyncidmapping , bookableresourcebookingexchangesyncidmappingid , name
Bookable Resource Booking Header , bookableresourcebookingheader , bookableresourcebookingheaderid , name
Bookable Resource Category , bookableresourcecategory , bookableresourcecategoryid , name
Bookable Resource Category Assn , bookableresourcecategoryassn , bookableresourcecategoryassnid , name
Bookable Resource Characteristic , bookableresourcecharacteristic , bookableresourcecharacteristicid , name
Bookable Resource Group , bookableresourcegroup , bookableresourcegroupid , name
Booking Status , bookingstatus , bookingstatusid , name
Chatbot , bot , botid , name
bot_botcomponent , bot_botcomponent , bot_botcomponentid , 
bot_botcomponentcollection , bot_botcomponentcollection , bot_botcomponentcollectionid , 
bot_environmentvariabledefinition , bot_environmentvariabledefinition , bot_environmentvariabledefinitionid , 
Chatbot subcomponent , botcomponent , botcomponentid , name
botcomponent_aipluginoperation , botcomponent_aipluginoperation , botcomponent_aipluginoperationid , 
botcomponent_botcomponent , botcomponent_botcomponent , botcomponent_botcomponentid , 
botcomponent_connectionreference , botcomponent_connectionreference , botcomponent_connectionreferenceid , 
botcomponent_dvtablesearch , botcomponent_dvtablesearch , botcomponent_dvtablesearchid , 
botcomponent_environmentvariabledefinition , botcomponent_environmentvariabledefinition , botcomponent_environmentvariabledefinitionid , 
botcomponent_msdyn_aimodel , botcomponent_msdyn_aimodel , botcomponent_msdyn_aimodelid , 
botcomponent_workflow , botcomponent_workflow , botcomponent_workflowid , 
Chatbot component collection , botcomponentcollection , botcomponentcollectionid , name
BulkArchiveConfig , bulkarchiveconfig , bulkarchiveconfigid , name
BulkArchiveFailureDetail , bulkarchivefailuredetail , bulkarchivefailuredetailid , name
BulkArchiveOperation , bulkarchiveoperation , bulkarchiveoperationid , name
BulkArchiveOperationDetail , bulkarchiveoperationdetail , bulkarchiveoperationdetailid , name
Bulk Delete Failure , bulkdeletefailure , bulkdeletefailureid , 
Bulk Delete Operation , bulkdeleteoperation , bulkdeleteoperationid , name
Quick Campaign , bulkoperation , activityid , subject
Bulk Operation Log , bulkoperationlog , bulkoperationlogid , name
Business Data Localized Label , businessdatalocalizedlabel , businessdatalocalizedlabelid , 
Business Process Flow Instance , businessprocessflowinstance , businessprocessflowinstanceid , 
Business Unit , businessunit , businessunitid , name
Business Unit Map , businessunitmap , businessunitmapid , 
Announcement , businessunitnewsarticle , businessunitnewsarticleid , articletitle
Calendar , calendar , calendarid , name
Calendar Rule , calendarrule , calendarruleid , name
Callback Registration , callbackregistration , callbackregistrationid , name
Campaign , campaign , campaignid , name
Campaign Activity , campaignactivity , activityid , subject
Campaign Activity Item , campaignactivityitem , campaignactivityitemid , name
Campaign Item , campaignitem , campaignitemid , name
Campaign Response , campaignresponse , activityid , subject
Canvas App , canvasapp , canvasappid , name
CanvasApp Extended Metadata , canvasappextendedmetadata , canvasappextendedmetadataid , name
Card , card , cardid , name
cardentityconnections , cardentityconnections , cardentityconnectionsid , 
Card State Item , cardstateitem , cardstateitemid , name
Action Card Type , cardtype , cardtypeid , cardname
CascadeGrantRevokeAccessRecordsTracker , cascadegrantrevokeaccessrecordstracker , cascadegrantrevokeaccessrecordstrackerid , name
CascadeGrantRevokeAccessVersionTracker , cascadegrantrevokeaccessversiontracker , cascadegrantrevokeaccessversiontrackerid , name
Catalog , catalog , catalogid , name
Catalog Assignment , catalogassignment , catalogassignmentid , name
Category , category , categoryid , title
Channel Access Profile , channelaccessprofile , channelaccessprofileid , name
ChannelAccessProfileEntityAccessLevel , channelaccessprofileentityaccesslevel , channelaccessprofileentityaccesslevelid , 
Channel Access Profile Rule , channelaccessprofilerule , channelaccessprofileruleid , name
Channel Access Profile Rule Item , channelaccessprofileruleitem , channelaccessprofileruleitemid , name
Channel Property , channelproperty , channelpropertyid , name
Channel Property Group , channelpropertygroup , channelpropertygroupid , name
Characteristic , characteristic , characteristicid , name
Teams chat , chat , activityid , subject
Child Incident Count , childincidentcount , childincidentcountid , name
Client update , clientupdate , clientupdateid , 
Column Mapping , columnmapping , columnmappingid , sourceattributename
Comment , comment , commentid , name
Commitment , commitment , commitmentid , name
Competitor , competitor , competitorid , name
Competitor Address , competitoraddress , competitoraddressid , name
Competitor Product , competitorproduct , competitorproductid , name
CompetitorSalesLiterature , competitorsalesliterature , competitorsalesliteratureid , name
Process Configuration , complexcontrol , complexcontrolid , name
Component Version , componentversion , componentversionid , componentversionname
Component Version Data Source , componentversiondatasource , componentversiondatasourceid , name
Component Version (Internal) , componentversionnrddatasource , componentversionnrddatasourceid , componentversionname
Connection , connection , connectionid , name
Connection Instance , connectioninstance , connectioninstanceid , connectioninternalid
Connection Reference , connectionreference , connectionreferenceid , connectionreferencedisplayname
Connection Role , connectionrole , connectionroleid , name
ConnectionRoleAssociation , connectionroleassociation , connectionroleassociationid , 
Connection Role Object Type Code , connectionroleobjecttypecode , connectionroleobjecttypecodeid , 
Connector , connector , connectorid , name
Resource Group , constraintbasedgroup , constraintbasedgroupid , name
Contact , contact , contactid , fullname
ContactInvoices , contactinvoices , contactinvoiceid , name
ContactLeads , contactleads , contactleadid , name
ContactOrders , contactorders , contactorderid , name
ContactQuotes , contactquotes , contactquoteid , name
Contract , contract , contractid , title
Contract Line , contractdetail , contractdetailid , title
Contract Template , contracttemplate , contracttemplateid , name
ConversationTranscript , conversationtranscript , conversationtranscriptid , name
Record Creation and Update Rule , convertrule , convertruleid , name
Record Creation and Update Rule Item , convertruleitem , convertruleitemid , name
CopilotExampleQuestion , copilotexamplequestion , copilotexamplequestionid , question
CopilotGlossaryTerm , copilotglossaryterm , copilotglossarytermid , name
CopilotSynonyms , copilotsynonyms , copilotsynonymsid , name
Credential , credential , credentialid , name
Custom API , customapi , customapiid , name
Custom API Request Parameter , customapirequestparameter , customapirequestparameterid , name
Custom API Response Property , customapiresponseproperty , customapiresponsepropertyid , name
Custom Control , customcontrol , customcontrolid , name
Custom Control Default Config , customcontroldefaultconfig , customcontroldefaultconfigid , 
Custom Control Resource , customcontrolresource , customcontrolresourceid , name
Address , customeraddress , customeraddressid , name
Opportunity Relationship , customeropportunityrole , customeropportunityroleid , opportunityroleidname
Customer Relationship , customerrelationship , customerrelationshipid , customerroleidname
Data Lake Folder , datalakefolder , datalakefolderid , name
Data Lake Folder Permission , datalakefolderpermission , datalakefolderpermissionid , name
Data Lake Workspace , datalakeworkspace , datalakeworkspaceid , name
Data Lake Workspace Permission , datalakeworkspacepermission , datalakeworkspacepermissionid , name
Data Performance Dashboard , dataperformance , dataperformanceid , 
Data Processing configuration , dataprocessingconfiguration , dataprocessingconfigurationid , name
DelegatedAuthorization , delegatedauthorization , delegatedauthorizationid , name
Deleted Record Reference , deleteditemreference , deleteditemreferenceid , name
DelveActionHub , delveactionhub , delveactionhubid , subject
Dependency , dependency , dependencyid , 
Dependency Feature , dependencyfeature , dependencyfeatureid , 
Dependency Node , dependencynode , dependencynodeid , 
Desktop Flow Binary , desktopflowbinary , desktopflowbinaryid , name
Desktop Flow Module , desktopflowmodule , desktopflowmoduleid , name
Discount , discount , discountid , name
Discount List , discounttype , discounttypeid , name
Display String , displaystring , displaystringid , 
Display String Map , displaystringmap , displaystringmapid , 
Indexed Article , documentindex , documentindexid , title
Document Template , documenttemplate , documenttemplateid , name
Duplicate Record , duplicaterecord , duplicateid , 
Duplicate Detection Rule , duplicaterule , duplicateruleid , name
Duplicate Rule Condition , duplicaterulecondition , duplicateruleconditionid , 
DVFileSearch , dvfilesearch , dvfilesearchid , name
DVFileSearchAttribute , dvfilesearchattribute , dvfilesearchattributeid , name
DVFileSearchEntity , dvfilesearchentity , dvfilesearchentityid , name
DVTableSearch , dvtablesearch , dvtablesearchid , name
DVTableSearchAttribute , dvtablesearchattribute , dvtablesearchattributeid , name
DVTableSearchEntity , dvtablesearchentity , dvtablesearchentityid , name
Property , dynamicproperty , dynamicpropertyid , name
Property Association , dynamicpropertyassociation , dynamicpropertyassociationid , name
Property Instance , dynamicpropertyinstance , dynamicpropertyinstanceid , name
Property Option Set Item , dynamicpropertyoptionsetitem , dynamicpropertyoptionsetvalueid , dynamicpropertyoptionname
Announcement , ecsm_announcement , ecsm_announcementid , ecsm_name
Catalogue , ecsm_catalogue , ecsm_catalogueid , ecsm_name
Catalogue Item , ecsm_catalogue_item , ecsm_catalogue_itemid , ecsm_name
Approval Rule , ecsm_catalogue_item_approval_rule , ecsm_catalogue_item_approval_ruleid , ecsm_name
Assignment Rule , ecsm_catalogue_item_assignment_rule , ecsm_catalogue_item_assignment_ruleid , ecsm_name
Escalation Rule , ecsm_catalogue_item_escalation_rule , ecsm_catalogue_item_escalation_ruleid , ecsm_name
Variable , ecsm_catalogue_item_variable , ecsm_catalogue_item_variableid , ecsm_name
Category  , ecsm_category , ecsm_categoryid , ecsm_name
Content Block , ecsm_content_block , ecsm_content_blockid , ecsm_name
Incident , ecsm_incident , ecsm_incidentid , ecsm_name
Item Approval Response , ecsm_item_approval_response , ecsm_item_approval_responseid , ecsm_name
Item Escalation , ecsm_item_ecalation , ecsm_item_ecalationid , ecsm_name
Message  , ecsm_message , ecsm_messageid , ecsm_name
Persona , ecsm_persona , ecsm_personaid , ecsm_name
ecsm_Persona_ecsm_service_catalogue , ecsm_persona_ecsm_service_catalogue , ecsm_persona_ecsm_service_catalogueid , 
Service Catalogue , ecsm_service_catalogue , ecsm_service_catalogueid , ecsm_name
Service Catalogue Item , ecsm_service_catalogue_item , ecsm_service_catalogue_itemid , ecsm_name
Setting , ecsm_setting , ecsm_settingid , ecsm_name
ElasticFileAttachment , elasticfileattachment , elasticfileattachmentid , filename
Email , email , activityid , subject
Email Hash , emailhash , emailhashid , 
Email Search , emailsearch , emailsearchid , 
Email Server Profile , emailserverprofile , emailserverprofileid , name
Email Signature , emailsignature , emailsignatureid , title
EnableArchivalRequest , enablearchivalrequest , enablearchivalrequestid , name
Entitlement , entitlement , entitlementid , name
Entitlement Channel , entitlementchannel , entitlementchannelid , name
Entitlement Contact , entitlementcontacts , entitlementcontactid , name
Entitlement Entity Allocation Type Mapping , entitlemententityallocationtypemapping , entitlemententityallocationtypemappingid , name
Entitlement Product , entitlementproducts , entitlementproductid , name
Entitlement Template , entitlementtemplate , entitlementtemplateid , name
Entitlement Template Channel , entitlementtemplatechannel , entitlementtemplatechannelid , name
Entitlement Template Product , entitlementtemplateproducts , entitlementtemplateproductid , name
Entity , entity , entityid , name
Entity Analytics Config , entityanalyticsconfig , entityanalyticsconfigid , parententitylogicalname
Virtual Entity Data Provider , entitydataprovider , entitydataproviderid , name
Virtual Entity Data Source , entitydatasource , entitydatasourceid , name
Entity Image Configuration , entityimageconfig , entityimageconfigid , parententitylogicalname
Entity Index , entityindex , indexid , name
Entity Key , entitykey , entitykeyid , logicalname
Entity Map , entitymap , entitymapid , 
EntityRecordFilter , entityrecordfilter , entityrecordfilterid , name
Entity Relationship , entityrelationship , entityrelationshipid , schemaname
Environment Variable Definition , environmentvariabledefinition , environmentvariabledefinitionid , schemaname
Environment Variable Value , environmentvariablevalue , environmentvariablevalueid , schemaname
Facility/Equipment , equipment , equipmentid , name
Event Expander Breadcrumb , eventexpanderbreadcrumb , eventexpanderbreadcrumbid , name
Exchange Sync Id Mapping , exchangesyncidmapping , exchangesyncidmappingid , 
Expander Event , expanderevent , expandereventid , name
Expired Process , expiredprocess , businessprocessflowinstanceid , name
Exported Excel , exportedexcel , exportedexcelid , name
ExportSolutionUpload , exportsolutionupload , exportsolutionuploadid , name
External Party , externalparty , externalpartyid , fullname
External Party Item , externalpartyitem , externalpartyitemid , name
Fabric AISkill , fabricaiskill , fabricaiskillid , name
Fax , fax , activityid , subject
FeatureControlSetting , featurecontrolsetting , featurecontrolsettingid , name
Feedback , feedback , feedbackid , title
Field Permission , fieldpermission , fieldpermissionid , 
Field Security Profile , fieldsecurityprofile , fieldsecurityprofileid , name
FileAttachment , fileattachment , fileattachmentid , filename
Filter Template , filtertemplate , filtertemplateid , 
Fixed Monthly Fiscal Calendar , fixedmonthlyfiscalcalendar , userfiscalcalendarid , 
Flow Capacity Assignment , flowcapacityassignment , flowcapacityassignmentid , name
Flow Credential Application , flowcredentialapplication , flowcredentialapplicationid , name
Flow Event , flowevent , floweventid , name
Flow Log , flowlog , flowlogid , name
Flow Machine , flowmachine , flowmachineid , name
Flow Machine Group , flowmachinegroup , flowmachinegroupid , name
Flow Machine Image , flowmachineimage , flowmachineimageid , name
Flow Machine Image Version , flowmachineimageversion , flowmachineimageversionid , name
Flow Machine Network , flowmachinenetwork , flowmachinenetworkid , name
Flow Run , flowrun , flowrunid , name
Flow Session , flowsession , flowsessionid , name
FxExpression , fxexpression , fxexpressionid , name
Global Search Configuration , globalsearchconfiguration , globalsearchconfigurationid , 
Goal , goal , goalid , title
Rollup Query , goalrollupquery , goalrollupqueryid , name
Hierarchy Rule , hierarchyrule , hierarchyruleid , name
Hierarchy Security Configuration , hierarchysecurityconfiguration , hierarchysecuritymodelingsettingid , 
HolidayWrapper , holidaywrapper , holidaywrapperid , name
Image Descriptor , imagedescriptor , imagedescriptorid , 
Data Import , import , importid , name
Import Data , importdata , importdataid , data
Import Entity Mapping , importentitymapping , importentitymappingid , 
Import Source File , importfile , importfileid , name
Import Job , importjob , importjobid , 
Import Log , importlog , importlogid , 
Data Map , importmap , importmapid , name
Case , incident , incidentid , title
Incident KnowledgeBaseRecord , incidentknowledgebaserecord , incidentknowledgebaserecordid , name
Case Resolution , incidentresolution , activityid , subject
Index Attribute , indexattributes , indexattributeid , 
Integration Status , integrationstatus , integrationentryid , 
Interaction for Email , interactionforemail , interactionforemailid , name
Internal Address , internaladdress , internaladdressid , 
Internal Catalog Assignment , internalcatalogassignment , internalcatalogassignmentid , name
Inter Process Lock , interprocesslock , interprocesslockid , 
Invalid Dependency , invaliddependency , invaliddependencyid , 
Invoice , invoice , invoiceid , name
Invoice Product , invoicedetail , invoicedetailid , invoicedetailname
ISV Config , isvconfig , isvconfigid , 
Article , kbarticle , kbarticleid , title
Article Comment , kbarticlecomment , kbarticlecommentid , title
Article Template , kbarticletemplate , kbarticletemplateid , title
Key Vault Reference , keyvaultreference , keyvaultreferenceid , keyvaulturi
Knowledge Article , knowledgearticle , knowledgearticleid , title
Knowledge Article Incident , knowledgearticleincident , knowledgearticleincidentid , knowledgearticleidname
Knowledge Article Category , knowledgearticlescategories , knowledgearticlecategoryid , 
Knowledge Article Views , knowledgearticleviews , knowledgearticleviewsid , knowledgearticleidname
Knowledge Base Record , knowledgebaserecord , knowledgebaserecordid , title
Knowledge Search Model , knowledgesearchmodel , knowledgesearchmodelid , name
Language , languagelocale , languagelocaleid , name
Language Provisioning State , languageprovisioningstate , languageprovisioningstateid , 
Lead , lead , leadid , fullname
Lead Address , leadaddress , leadaddressid , name
LeadCompetitors , leadcompetitors , leadcompetitorid , name
LeadProduct , leadproduct , leadproductid , name
Lead To Opportunity Sales Process , leadtoopportunitysalesprocess , businessprocessflowinstanceid , name
Letter , letter , activityid , subject
License , license , licenseid , 
Marketing List , list , listid , listname
Marketing List Member , listmember , listmemberid , name
List Operation , listoperation , listoperationid , listoperationprimaryname
LocalConfigStore , localconfigstore , id , 
Lookup Mapping , lookupmapping , lookupmappingid , 
Mailbox , mailbox , mailboxid , name
Mailbox Statistics , mailboxstatistics , mailboxstatisticsid , 
Mailbox Tracking Category , mailboxtrackingcategory , mailboxtrackingcategoryid , 
Mailbox Auto Tracking Folder , mailboxtrackingfolder , mailboxtrackingfolderid , 
Mail Merge Template , mailmergetemplate , mailmergetemplateid , name
MainFewShot , mainfewshot , mainfewshotid , query
MakerFewShot , makerfewshot , makerfewshotid , query
Managed Identity , managedidentity , managedidentityid , name
Managed Property , managedproperty , managedpropertyid , logicalname
Marketing Form Display Attributes , marketingformdisplayattributes , marketingformdisplayattributesid , name
Secured Masking Rule , maskingrule , maskingruleid , name
Metadata Difference , metadatadifference , metadatadifferenceid , 
MetadataForArchival , metadataforarchival , metadataforarchivalid , name
Goal Metric , metric , metricid , name
Mobile Offline Profile , mobileofflineprofile , mobileofflineprofileid , name
MobileOfflineProfileExtension , mobileofflineprofileextension , mobileofflineprofileextensionid , name
Mobile Offline Profile Item , mobileofflineprofileitem , mobileofflineprofileitemid , name
Mobile Offline Profile Item Association , mobileofflineprofileitemassociation , mobileofflineprofileitemassociationid , name
MobileOfflineProfileItemFilter , mobileofflineprofileitemfilter , mobileofflineprofileitemfilterid , name
Monthly Fiscal Calendar , monthlyfiscalcalendar , userfiscalcalendarid , 
Account KPI Item , msdyn_accountkpiitem , msdyn_accountkpiitemid , msdyn_name
Action Card Usage , msdyn_actioncardactionstat , msdyn_actioncardactionstatid , msdyn_name
Action Card Regarding , msdyn_actioncardregarding , msdyn_actioncardregardingid , msdyn_name
Action Card Role Setting , msdyn_actioncardrolesetting , msdyn_actioncardrolesettingid , msdyn_name
Action Card Usage Aggregation , msdyn_actioncardstataggregation , msdyn_actioncardstataggregationid , msdyn_name
Active ICD Extension , msdyn_activeicdextension , msdyn_activeicdextensionid , msdyn_name
Activity Analysis CleanUp State , msdyn_activityanalysiscleanupstate , msdyn_activityanalysiscleanupstateid , msdyn_name
Relationship Analytics Config , msdyn_activityanalysisconfig , msdyn_activityanalysisconfigid , msdyn_name
Actual , msdyn_actual , msdyn_actualid , msdyn_description
Adaptive Card Configuration , msdyn_adaptivecardconfiguration , msdyn_adaptivecardconfigurationid , msdyn_name
Forecast Manual Adjustment History , msdyn_adjustmenthistory , msdyn_adjustmenthistoryid , msdyn_forecastconfigurationcolumnid
AdminAppState , msdyn_adminappstate , msdyn_adminappstateid , msdyn_name
Agent Capacity Profile Unit , msdyn_agentcapacityprofileunit , msdyn_agentcapacityprofileunitid , msdyn_name
Agent capacity update history , msdyn_agentcapacityupdatehistory , msdyn_agentcapacityupdatehistoryid , msdyn_name
Agent Channel State , msdyn_agentchannelstate , msdyn_agentchannelstateid , msdyn_name
Agent Copilot Setting , msdyn_agentcopilotsetting , msdyn_agentcopilotsettingid , msdyn_name
Agent Resource Forecasting , msdyn_agentresourceforecasting , msdyn_agentresourceforecastingid , msdyn_name
Agent Status , msdyn_agentstatus , msdyn_agentstatusid , msdyn_name
Agent Status history , msdyn_agentstatushistory , msdyn_agentstatushistoryid , msdyn_name
AI Builder Dataset , msdyn_aibdataset , msdyn_aibdatasetid , msdyn_name
AI Builder Dataset File , msdyn_aibdatasetfile , msdyn_aibdatasetfileid , msdyn_name
AI Builder Dataset Record , msdyn_aibdatasetrecord , msdyn_aibdatasetrecordid , msdyn_name
AI Builder Datasets Container , msdyn_aibdatasetscontainer , msdyn_aibdatasetscontainerid , msdyn_name
AI Builder Feedback Loop , msdyn_aibfeedbackloop , msdyn_aibfeedbackloopid , msdyn_name
AI Builder File , msdyn_aibfile , msdyn_aibfileid , msdyn_name
AI Builder File Attached Data , msdyn_aibfileattacheddata , msdyn_aibfileattacheddataid , msdyn_key
AI Configuration , msdyn_aiconfiguration , msdyn_aiconfigurationid , msdyn_name
Teams Contact Suggestion by AI , msdyn_aicontactsuggestion , msdyn_aicontactsuggestionid , msdyn_name
AI Event , msdyn_aievent , msdyn_aieventid , msdyn_name
AI Form Processing Document , msdyn_aifptrainingdocument , msdyn_aifptrainingdocumentid , msdyn_name
AI Model , msdyn_aimodel , msdyn_aimodelid , msdyn_name
AI Object Detection Image , msdyn_aiodimage , msdyn_aiodimageid , msdyn_name
AI Object Detection Label , msdyn_aiodlabel , msdyn_aiodlabelid , msdyn_name
msdyn_aiodlabel_msdyn_aiconfiguration , msdyn_aiodlabel_msdyn_aiconfiguration , msdyn_aiodlabel_msdyn_aiconfigurationid , 
AI Object Detection Bounding Box , msdyn_aiodtrainingboundingbox , msdyn_aiodtrainingboundingboxid , msdyn_name
AI Object Detection Image Mapping , msdyn_aiodtrainingimage , msdyn_aiodtrainingimageid , msdyn_name
AI Template , msdyn_aitemplate , msdyn_aitemplateid , msdyn_uniquename
Analysis Component , msdyn_analysiscomponent , msdyn_analysiscomponentid , msdyn_name
Analysis Job , msdyn_analysisjob , msdyn_analysisjobid , msdyn_name
Analysis Override , msdyn_analysisoverride , msdyn_analysisoverrideid , msdyn_rule
Analysis Result , msdyn_analysisresult , msdyn_analysisresultid , msdyn_name
Analysis Result Detail , msdyn_analysisresultdetail , msdyn_analysisresultdetailid , msdyn_name
Power BI Configuration , msdyn_analytics , msdyn_analyticsid , msdyn_title
Data Analytics Admin Settings (Deprecated) , msdyn_analyticsadminsettings , msdyn_analyticsadminsettingsid , msdyn_name
[Deprecated] Dynamics Customer Service Analytics , msdyn_analyticsforcs , msdyn_analyticsforcsid , msdyn_name
msdyn_appconfig_msdyn_channelprovider , msdyn_appconfig_msdyn_channelprovider , msdyn_appconfig_msdyn_channelproviderid , 
App profile , msdyn_appconfiguration , msdyn_appconfigurationid , msdyn_name
msdyn_appconfiguration_applicationextension , msdyn_appconfiguration_applicationextension , msdyn_appconfiguration_applicationextensionid , 
msdyn_appconfiguration_sessiontemplate , msdyn_appconfiguration_sessiontemplate , msdyn_appconfiguration_sessiontemplateid , 
msdyn_appconfiguration_systemuser , msdyn_appconfiguration_systemuser , msdyn_appconfiguration_systemuserid , 
App Profile Copilot Configuration , msdyn_appcopilotconfiguration , msdyn_appcopilotconfigurationid , msdyn_name
App Insights Metadata , msdyn_appinsightsmetadata , msdyn_appinsightsmetadataid , name
Application Extension , msdyn_applicationextension , msdyn_applicationextensionid , msdyn_name
Application Tab Template , msdyn_applicationtabtemplate , msdyn_applicationtabtemplateid , msdyn_name
App profile role mapping , msdyn_appprofilerolemapping , msdyn_appprofilerolemappingid , msdyn_name
App state , msdyn_appstate , msdyn_appstateid , msdyn_name
Asset Category Template Association , msdyn_assetcategorytemplateassociation , msdyn_assetcategorytemplateassociationid , msdyn_name
Asset Template Association , msdyn_assettemplateassociation , msdyn_assettemplateassociationid , msdyn_name
Assignment Configuration , msdyn_assignmentconfiguration , msdyn_assignmentconfigurationid , msdyn_name
Assignment Configuration Step , msdyn_assignmentconfigurationstep , msdyn_assignmentconfigurationstepid , msdyn_name
Assignment Map , msdyn_assignmentmap , msdyn_assignmentmapid , msdyn_name
Assignment Rule , msdyn_assignmentrule , msdyn_assignmentruleid , msdyn_name
Seller attribute , msdyn_attribute , msdyn_attributeid , msdyn_name
Attribute Influence Statistics , msdyn_attributeinfluencestatistics , msdyn_attributeinfluencestatisticsid , msdyn_name
Seller attribute value , msdyn_attributevalue , msdyn_attributevalueid , msdyn_name
Authentication Settings , msdyn_authenticationsettings , msdyn_authenticationsettingsid , msdyn_name
Auth Settings Entry , msdyn_authsettingsentry , msdyn_authsettingsentryid , msdyn_name
